6.916293423148645036e-02,-6.242432706016156629e-01
3.151059498503546052e+00,4.233860489299035024e+00
1.438507799683304444e+00,6.544634000672157725e+00
2.143350667806949161e+00,4.760282577073517984e+00
-3.997644189583382524e-01,1.479068554289879822e+00
1.725312482939799885e+00,2.886792342469000960e+00
9.911278149211353306e-01,3.510380611927105932e+00
2.621962336038961450e+00,6.152230675121781900e+00
1.286504396260383487e+00,3.719712077896602853e+00
1.329420919506454801e+00,2.928682103012536064e+00
3.342367323264914258e-01,2.219833110639628515e+00
1.394682062795817856e+00,2.388085304761154770e+00
1.788611588819685405e+00,5.834711933346182988e+00
5.883611023643992022e-01,2.525509874309195713e+00
1.851098776733997475e+00,3.137864042544216581e+00
-1.013372894060981633e+00,2.922864721489813356e+00
-1.838363243012253179e-02,1.972288500045354054e+00
1.765085045614874559e+00,4.279971011607273113e+00
4.955956185807702807e-01,1.156745810734677526e+00
1.132615987064901519e+00,6.878922796340523504e+00
1.212054183394192242e+00,3.713078467505786406e+00
1.994208384384886124e+00,6.544214097359791538e+00
1.291796374140806503e+00,2.998114310605541011e+00
1.178121844539961938e+00,1.988532900567157258e+00
1.500619618594252191e+00,2.919922415229879942e+00
-5.386489013585000762e-01,2.035296596403876279e+00
1.077259215417575300e+00,2.725971056985149410e+00
-3.810348319135690165e-01,1.492775875803019403e+00
-6.898499174826675517e-01,-6.478986318647983467e-02
-3.830086731216868490e-01,2.640218163198668755e+00
1.537400569816312235e+00,3.429044570940474657e+00
1.384899793944639024e+00,4.123657427901296302e+00
-3.121909509525773174e-01,1.262772985142692983e+00
5.186992890044108684e-01,1.695040577146389449e+00
2.363983954894457451e+00,3.742640790789125926e+00
1.867057804025898715e+00,5.671620701705294643e+00
1.399943611309429237e+00,4.307723137805444580e+00
2.705401019907310634e+00,4.522516568937940740e+00
1.721115151684490030e+00,3.203170048402269821e+00
2.040584785444476523e+00,3.625010064152221378e+00
1.832001273685262444e+00,4.216033125688356975e+00
7.938295134817618948e-01,1.002544289749937256e+00
3.275079117131583395e+00,6.692895888370122393e+00
-4.662598851352948159e-01,3.812172163484212728e+00
6.815910727020857429e-02,2.786172635340414150e+00
-1.747674350166616986e-01,7.596508807569439803e-01
5.867415681086205481e-01,3.343283353580120298e+00
2.393810658716641004e+00,3.673453360928899514e+00
5.765588309768014952e-01,1.384361788802544346e+00
5.273325789225413729e-01,1.629352979647671340e+00
7.074372618885427233e-02,1.484623855696632466e+00
5.409709142493479561e-02,8.477752853906790342e-01
-1.447733542047324740e-02,8.245470090446040956e-01
1.139420839923097173e+00,2.672154605636305025e+00
4.199225366594898645e-01,1.955658365387644704e+00
-3.061662966848432976e-01,-5.799922574125786490e-01
2.822935811691161812e-01,2.531497389733329939e+00
1.922389329089296606e+00,1.397279484835848518e+00
