2.44143,1.31761
1.29676,2.716
-0.522949,4.93905
0.634434,3.52514
1.22237,2.80689
1.38499,2.60822
0.784777,3.34147
0.144205,4.12403
0.800684,3.32204
1.20562,2.82734
1.15378,2.89068
1.49678,2.47166
-0.0345181,4.34236
1.10591,2.94916
1.3124,2.6969
0.26851,3.97217
1.13363,2.91529
0.71809,3.42294
1.73958,2.17503
-0.809527,5.28915
0.774065,3.35456
-0.299788,4.66643
1.15649,2.88736
1.60573,2.33856
1.2786,2.73819
0.894012,3.20802
1.20381,2.82956
1.22316,2.80592
1.86269,2.02463
0.659959,3.49395
1.04382,3.02501
0.64217,3.51569
1.36352,2.63445
1.48501,2.48603
1.22175,2.80765
0.076894,4.20626
0.557988,3.61853
0.976477,3.10728
1.22824,2.79972
1.14965,2.89572
0.776277,3.35185
1.93482,1.93652
0.141241,4.12765
0.0521304,4.23651
0.769435,3.36021
1.66526,2.26583
0.704433,3.43962
1.26763,2.7516
1.6605,2.27164
1.52067,2.44246
1.40842,2.5796
1.71389,2.20642
1.69776,2.22612
1.25513,2.76687
1.31764,2.6905
2.26916,1.52808
0.980177,3.10276
2.19414,1.61972
1.02097,3.05293
1.86642,2.02008
0.84305,3.27028
1.18118,2.85721
0.346681,3.87667
0.881695,3.22307
0.758568,3.37349
1.19584,2.8393
1.10676,2.94812
0.652556,3.503
2.12377,1.70569
0.835749,3.2792
1.3339,2.67063
1.81705,2.08039
1.16937,2.87163
0.902933,3.19712
1.176,2.86353
0.70561,3.43818
0.448695,3.75204
2.03341,1.81607
1.31445,2.6944
1.85762,2.03084
0.608729,3.55654
2.91055,0.744519
0.87922,3.22609
0.571271,3.6023
1.99398,1.86424
2.12623,1.70269
0.90018,3.20049
0.560056,3.616
0.882437,3.22216
1.41806,2.56782
0.541916,3.63816
1.40155,2.58799
0.358798,3.86187
1.29798,2.71452
0.454483,3.74497
2.08364,1.75471
2.02399,1.82758
0.663824,3.48923
0.968063,3.11756
1.17539,2.86428
1.31687,2.69143
0.279874,3.95828
1.37769,2.61713
0.0964028,4.18242
-0.176718,4.51608
0.0202216,4.27549
0.334173,3.89195
2.12586,1.70313
0.763779,3.36712
1.51541,2.4489
1.2213,2.80819
0.434833,3.76898
0.978212,3.10516
0.847429,3.26493
0.490205,3.70133
0.443131,3.75884
1.08733,2.97186
0.457446,3.74135
0.333953,3.89222
1.00794,3.06885
0.908054,3.19087
1.17617,2.86332
0.00985376,4.28816
0.237803,4.00968
0.697507,3.44808
-0.0867452,4.40617
0.508987,3.67839
1.36051,2.63813
0.725269,3.41417
0.576688,3.59568
-0.53631,4.95538
-0.0950151,4.41627
-0.235266,4.58761
0.11125,4.16428
1.1693,2.87172
0.82516,3.29214
1.41572,2.57067
2.67613,1.0309
1.21564,2.81511
0.521044,3.66366
0.289024,3.94711
0.991415,3.08903
1.47089,2.50327
1.68624,2.2402
2.26272,1.53594
2.63936,1.07582
0.775227,3.35314
0.950941,3.13848
1.33208,2.67286
0.0105489,4.28731
0.724436,3.41519
1.31937,2.68838
1.66379,2.26762
1.02574,3.0471
2.30818,1.48041
1.05538,3.01089
1.80581,2.09412
1.05642,3.00961
2.04401,1.80313
0.477311,3.71709
0.661416,3.49217
1.19483,2.84052
0.290927,3.94478
0.911274,3.18693
0.731868,3.40611
1.71435,2.20586
1.93971,1.93055
1.34657,2.65516
0.928504,3.16589
1.30271,2.70874
0.696584,3.44921
1.56034,2.394
1.85933,2.02875
2.10105,1.73345
0.857051,3.25318
0.293891,3.94116
1.34047,2.6626
1.98126,1.87979
0.543789,3.63587
0.490292,3.70123
1.81033,2.08861
1.36567,2.63182
1.59492,2.35176
0.919603,3.17676
0.765827,3.36462
0.532551,3.6496
2.25663,1.54338
0.223679,4.02694
-0.113599,4.43897
1.28103,2.73522
0.950624,3.13886
0.582879,3.58812
1.30467,2.70634
1.23337,2.79345
1.52724,2.43444
0.75061,3.38321
1.02215,3.05148
1.29995,2.71211
0.116998,4.15726
1.22054,2.80912
0.951475,3.13782
0.926716,3.16807
1.15169,2.89323
0.978697,3.10457
1.51839,2.44526
0.81402,3.30574
0.942364,3.14895
1.04217,3.02703
1.43999,2.54103
0.849327,3.26261
0.426966,3.77859
0.209716,4.04399
-0.25429,4.61085
0.628039,3.53295
1.33406,2.67044
1.91185,1.96459
0.545479,3.63381
1.02397,3.04925
-0.202404,4.54746
1.80082,2.10022
1.38214,2.61171
1.01158,3.0644
1.80133,2.09959
0.40931,3.80016
1.29893,2.71336
1.40001,2.58987
1.34227,2.66041
1.22569,2.80282
0.567792,3.60655
0.711251,3.43129
0.153464,4.11271
1.47303,2.50067
1.27513,2.74243
0.744065,3.39121
0.875924,3.23012
1.40237,2.58699
0.940498,3.15123
1.40773,2.58044
0.174633,4.08685
0.916938,3.18002
0.247097,3.99833
1.4521,2.52624
1.26362,2.75649
1.54346,2.41463
1.38649,2.60638
0.856361,3.25402
-0.166219,4.50326
1.6001,2.34542
0.826817,3.29011
1.35037,2.65051
0.721081,3.41928
1.49551,2.4732
0.0145558,4.28241
0.512813,3.67372
0.600651,3.56641
0.148215,4.11913
0.521932,3.66258
1.26955,2.74924
0.490412,3.70108
1.96751,1.89658
1.18748,2.84951
1.59124,2.35625
0.437042,3.76628
2.18432,1.63172
-0.327966,4.70085
0.696221,3.44965
0.655421,3.4995
1.87618,2.00815
0.788287,3.33718
1.56648,2.38651
0.830654,3.28542
0.778925,3.34862
1.07419,2.98791
1.34158,2.66126
1.87792,2.00604
0.620488,3.54217
1.2987,2.71363
1.58087,2.36892
1.06749,2.9961
0.752083,3.38141
1.54709,2.41019
0.708778,3.43431
1.76784,2.14051
0.692444,3.45427
0.792079,3.33255
0.511536,3.67527
0.626886,3.53436
0.764039,3.3668
-0.417063,4.8097
0.573369,3.59974
1.1344,2.91436
1.77692,2.12941
0.0680771,4.21703
0.311231,3.91998
1.31091,2.69872
0.768342,3.36155
0.0300792,4.26345
1.9152,1.96049
1.55707,2.39799
0.30116,3.93228
1.26598,2.75361
1.42881,2.55469
1.87099,2.0145
0.565372,3.60951
1.55419,2.40152
0.222818,4.02799
0.49603,3.69422
-0.210176,4.55695
0.788665,3.33672
0.276173,3.96281
1.65614,2.27697
1.03492,3.03589
-0.259755,4.61752
1.03712,3.03319
2.42893,1.33289
0.913664,3.18402
0.975954,3.10792
1.44647,2.53312
0.15395,4.11212
1.6142,2.3282
1.07128,2.99146
2.7492,0.941628
-0.295559,4.66126
0.796311,3.32738
0.760699,3.37088
2.16155,1.65954
0.794304,3.32983
0.179211,4.08126
1.91398,1.96198
1.5696,2.38269
1.31448,2.69436
1.32462,2.68197
1.89799,1.98152
1.16924,2.87179
0.00861644,4.28967
1.93474,1.93661
0.759501,3.37235
0.939005,3.15306
1.97601,1.8862
